,id,response,knowledge,Q2_no_nli,Q2
12967,12967, The speaker decides to join the peace core., The speaker represents the very different side of him after being in the peace core.,0.0,0.0
12968,12968, The speaker would ask the listener about the most exciting thing about being in peace core., The listener is happy for the speaker that he has completely changed his personality from what he was before.,0.0263157894736842,0.0263157894736842
12969,12969, The speaker would ask the listener about the most exciting thing about being in peace core., The listener is happy for the speaker that he has completely changed his personality from what he was before.,0.0263157894736842,0.0263157894736842
12970,12970, The listener is excited to join the peace core., The listener will look forward to visiting the peace core center.,0.0,0.0
12971,12971, The listener asked the speaker about the changes in facebook's privacy policies., The speaker is discussing jim steyer about the constant changes in facebook's privacy policies.,0.025,0.025
12972,12972, Mr. jim steyer told the listener about the changes in the privacy policies of facebook., Jim steyer will express his concern over the frequently changing facebook's privacy policies.,0.45,0.45
12973,12973, Mr. jim steyer introduced himself to the listener., Jim steyer will express his concern over the frequently changing facebook's privacy policies.,0.0,0.0
12974,12974, The listener asked the speaker about the privacy policies of facebook., The speaker will ask jim steyer whether he has any issues regarding the new changes in facebook's privacy policy.,0.0,0.0
12975,12975, Mr. jim steyer told the listener that the privacy policies of facebook were quite different., Jim steyer supports the policy in the public interest.,0.0,0.0
12976,12976, Mr. jim steyer told the listener that the privacy policies of facebook were quite different., Jim steyer supports the policy in the public interest.,0.0,0.0
12977,12977, The privacy policies of facebook are constantly changing., Facebook's privacy policies are changed frequently to keep the customer's data safe.,1.0,1.0
12978,12978, Mr. jim steyer told the listener that the privacy policies of facebook were constantly changing., Jim steyer shows his possibilities to keep changing the policy time to time.,0.2,0.2
12979,12979, Mr. jim steyer told the listener that the privacy policies of facebook were constantly changing., Jim steyer shows his possibilities to keep changing the policy time to time.,0.2,0.2
12980,12980, The listener is happy to know that the privacy policies of facebook are constantly changing., The listener will feel concerned about the security of his facebook account.,0.0,0.0
12981,12981, The speaker and the listener were discussing the choice of candidate for the job., Marcia interviwed sarah tims and daniel watson.,0.0,0.5
12982,12982, Mrs. mrs. marcia told mr. daniel watson that he was the best candidate for the job., The speaker discusses the canditature potential with the listener.,0.0,0.0
12983,12983, Mrs. marcia would ask mr. daniel about his performance in the competition., The speaker discusses the canditature potential with the listener.,0.0,0.0
12984,12984, The speaker and the listener have been working together for a long time., Daniel watson has excellent communication and technical skills.,0.0,0.3333333333333333
12985,12985, Mrs. mrs. marcia told mr. daniel watson that he was very convincing and confident., The speaker believes that we need sufficient time to select the right candidate for this profile.,0.0,0.0
12986,12986, Mrs. marcia told mr. daniel watson that he was a perfect candidate for the job., The speaker believes that we need sufficient time to select the right candidate for this profile.,0.0,0.0
12987,12987, Mrs. sarah tims and mrs. daniel watson were very convincing and confident., The interview panel found sarah tims to be very convincing and confident.,0.3333333333333333,0.3333333333333333
12988,12988, Mrs. mrs. marcia told mr. daniel watson that he was very convincing and confident., The speaker tries to convince us of the credibility of the candidate.,0.0,0.0
12989,12989, Mrs. marcia told mr. daniel watson that he was very confident., The speaker tries to convince us of the credibility of the candidate.,0.0,0.0
12990,12990, The speaker and the listener were discussing the choice of candidate for the job., The interview panel has shortlisted sarah tim's resume for the vacant job position.,0.0,0.0
12991,12991, Mrs. sarah tims was very convincing and confident., The speaker is confident in sarah tims and uses the same explanation for the listener.,0.0,0.0
12992,12992, mrs. sarah tim was very convincing and confident., The speaker is confident in sarah tims and uses the same explanation for the listener.,0.5,0.5
12993,12993, The speaker was impressed with sarah tims's presentation.," Sarah tims has an impressive resume, which highlights her experiences and accomplishmens.",0.0,0.0
12994,12994, Mrs. sarah tims would give her presentation to the audience., The speaker urges the listener to hire her.,0.16666666666666666,0.5
12995,12995, Mrs. sarah tims gave an excellent presentation to the audience., The speaker urges the listener to hire her.,0.0,0.0
12996,12996, The listener is worried about sarah tims., The listener will feel a little skeptical about selecting sarah tims for the job.,0.7857142857142858,1.0
