,response,knowledge
12325," The listener is happy to help the speaker.
"," The listener is happy to convince the company to offer the customer.
"
12326," The listener asked the speaker how much he needed to pay.
"," The price tag is torn by someone
"
12327," The listener asks the speaker how much he needs to pay.
"," The speaker checks the bill on his system.
"
12328," The speaker pays the bill and leaves the shop.
"," The speaker checks the bill on his system.
"
12329," The speaker has to pay the bill.
"," The speaker didn't known the exact price of the product.
"
12330," The listener pays the bill and leaves the shop.
"," The listener paid the amount for the product.
"
12331," The listener pays the bill and leaves the shop.
"," The listener paid the amount for the product.
"
12332," The speaker has to pay the bill in cash.
"," The speaker gave 3$ along with the payment.
"
12333," The speaker gives the bill to the listener.
"," The speaker purchases the product as per the price.
"
12334," The speaker gives the bill to the listener.
"," The speaker purchases the product as per the price.
"
12335," The listener is happy to help the speaker.
"," The listener is happy to sell the product to the customer.
"
12336," The speaker has a good collection of shoes and jeans.
"," The cost of the tie is not affordable for the speaker.
"
12337," The speaker shows the listener a collection of shoes and jeans.
"," The speaker asks the listener to lower the price.
"
12338," The listener asks the speaker if he needs to pay for the tie.
"," The speaker asks the listener to lower the price.
"
12339," The listener is curious to know how shoes or jeans would look around the neck.
"," The listener is embarrassed by the speaker's reaction.
"
12340," The zoo is nearby the speaker's house.
"," The listener is enquired the speaker about entrance fee for the zoo.
"
12341," The speaker pays the entrance fee to the zoo.
"," The speaker finds the zoo entry fee for the adults to be quite expensive.
"
12342," The speaker pays the entrance fee to the zoo.
"," The speaker finds the zoo entry fee for the adults to be quite expensive.
"
12343," The zoo has a large collection of animals.
"," The speaker clarifies visiting charges for adults and children.
"
12344," The listener inquires the speaker whether the entrance fee is for adults or children.
"," The speaker informs the different rates for the entrance fee for the child, student, and adult.
"
12345," The listener inquires the speaker whether the zoo is for adults or children.
"," The speaker informs the different rates for the entrance fee for the child, student, and adult.
"
12346," The listener asked the speaker about the entrance fee to the zoo.
"," The government give the relaxation for the entrance fee for children
"
